Questions	OptionA	OptionB	OptionC	OptionD	OptionE	Answer	Source
Oscar ______ his sister not to tell their mother what he had done,for he knew his punishment would be severe.	beguiled	vied	exhorted	maligned	corroborated	exhort	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
______ were in order as James performed brilliantly on stage in hisfirst role as an understudy.	Pathos	Ignominies	Kudos	Subsidies	Statutes	Kudos	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The Boston Tea Party happened because the Americans believedthe British tea taxes were ______ the rights of the colonists.	trespassing	reviling	sublimating	transgressing	entreating	transgress	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The old bridge's steel ______ were rusty and in need of repair.	piers	campaniles	manacles	girders	spindles	girder	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The budding flowers, warm breezes, and birth of young animalssuggest the much-welcomed ______ atmosphere in the countryafter a long, hard winter.	venial	menial	venal	vernal	verbal	Vernal	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Since she had not exercised in five years, Margarita attempt to jogfive miles on her first day of cardio-training was a little ______.	pessimistic	irrelevant	trivial	quixotic	relieved	Quixotic	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The legal internship program was developed under the ______ ofthe district attorney's office.	bastion	propensity	aegis	faction	cacophony	Aegis	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Frank feels such ______ towards his ex-business partner that hecannot stand to be in the same room with him.	iniquity	collusion	avarice	pallor	animosity	Animosity	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Ronaldo celebrated the gathering of his ______ on ThanksgivingDay and spoke with relatives he had not seen in a long time.	commonwealth	surrogates	representatives	kindred	infidels	Kindred	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
After sitting in the contentious board meeting for two hours,Allen's necktie began to feel like a ______ around his neck.	decorum	garland	noose	renegade	monstrosity	noose	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Even though he hated to work holidays and weekends, Trevorhoped that his paycheck would serve as ______ for the time spentaway from his family.	metamorphism	restitution	enunciation	proclamation	kismet	Restitution	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Amanda's parents were shocked by her ______ decision to quit herjob without notice and move to Hollywood.	conscientious	affable	placid	languid	impetuous	Impetuous	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The catlike movements of the sneaky ______ served him well whenhe picked pockets among the tourists on the crowded boardwalk.	forerunner	knave	vigilante	dignitary	bureaucrat	Knave	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The student's ______ language offended many others in the class.	obsequious	studious	scanty	surreptitious	scurrilous	Scurrilous	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
In winter, the frost on a car's windshield can be ______ to thedriver.	lurid	obstructive	cynical	purified	salvageable	Obstructive	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The prom was a ______ royal ball with so many handsome youngmen and beautiful young ladies dressed to the ultimate formality.	affable	virtual	corrosive	deleterious	inevitable	Virtual	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
As the roller coaster inched to the top of the hill, Helena could feelher heart begin to ______.	exfoliate	dominate	reattribute	palpitate	ventilate	palpitate	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Paul's ______ humor is sometimes lost on those who take hiscomments too literally.	piquant	wry	florid	placid	negligible	Wry	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Hearing her sister approach, Marie-Helene attempted to appear______ as she quickly hid the birthday gift behind her back.	flamboyant	stoic	pivotal	crass	nonchalant	Nonchalant	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The knight sought to ______ his broadsword in such a menacingfashion as to frighten his attacker away.	warrant	procure	placate	wield	ensue	wield	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
At the banquet, the disappearance of the woman's jeweled braceletfrom her wrist appeared to be the ______ of an accomplished thief.	attrition	sledge	sleight	dismastment	regalia	sleight	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Something went ______ in our experiment, and instead of creatinga green odorless vapor, we ended up with a noxious red liquid thatstunk up the laboratory for days.	hoary	awry	listless	derogatory	dilatory	Awry	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
When the movie star slipped out the back door of the hotel, thepaparazzi adroitly gathered their ______ and raced around thebuilding to catch her.	pandemonium	tenor	paraphernalia	venue	propaganda	Paraphernalia	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Since Shane won the lottery, he has been living a life of ______ luxury, buying whatever he desires and traveling around the worldin his 100-foot yacht as he is waited on hand and foot by a bevy ofbutlers, cooks, and maids.	arrant	vitriolic	ribald	seditious	fatuous	Arrant	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Confronted by his mother, the ______ four-year-old could not lieabout scribbling on his bedroom walls with purple and bluemarkers.	guileless	inauspicious	untarnished	indiscriminate	vexed	Guileless	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The artist attempted to ______ the painting by adding peopledressed in bright colors in the foreground.	excoriate	amplify	eradicate	vivify	inculcate	vivify	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The artist drew the picture with such ______ that it was possible tocount every blade of grass that he painted.	blasphemy	philosophy	nicety	consensus	purveyance	Nicety	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The highly publicized nature of the trial caused the judge to______ the jury in order to shield members from evidence thatmight sway their verdict.	quarantine	retract	sequester	integrate	assimilate	Bemused	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Jillian was ______ by the contradictory diagnoses she received anddecided she needed a third opinion.	intimidated	effaced	girded	usurped	bemused	Bemused	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Because he was antsy from having eaten too much candy, littleWilliam was unable to ______ himself in a respectable mannerduring the ceremony.	garner	quell	surmise	comport	subjugate	comport	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The chemistry professor believed her students could do better ontheir exams by searching for their own answers, and encouragedthe class to apply the ______ method to prepare.	punctilious	nonconformist	salubrious	heuristic	determinate	Heuristic	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Bea was known for her loud and domineering personality and wasconsidered a ______ by many who knew her.	banality	debutante	scapegoat	trifle	virago	Virago	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Even though he was only in kindergarten, Joel was very ______ and could intuit when his teacher was not pleased with hisbehavior.	obtuse	oblivious	inept	perceptive	indolent	Perceptive	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
During his many years of hard work, Paul was promoted severaltimes and began to rise through the bank's ______ of employees.	declassification	surplus	hierarchy	principality	dominion	Hierarchy	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The heat was absolutely ______, making everyone irritable, sweaty,and uncomfortable.	taciturn	salient	replete	prosaic	oppressive	Oppressive	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The biology students were assigned the task of testing the ______ ,but did not have enough time to prove its validity.	lexicon	hypothesis	motif	platitude	genesis	Hypothesis	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
It had rained all afternoon, but the fans were still ______ that thebaseball game would still be played.	pessimistic	sadistic	optimistic	domineering	truant	Optimistic	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
If you have any special needs or requests, speak to Val; she's theone with the most ______ around here.	synergy	clout	affinity	guile	infamy	Clout	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Because Virgil had been so ______ as a child, he had an extremelydifficult time adjusting when he enrolled in the military academy.	fettered	intrepid	coddled	pallid	odious	coddle	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Far from being a ______, Bob gets up at dawn every morning toprepare for a long day at work after which he attends classes inevening.	moderator	drone	replica	sycophant	sluggard	sluggard	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The vulgarity used by the football fans at the stadium was ______ and eventually lead to a penalty for the team.	rakish	quiescent	sagacious	reproachable	mundane	Reproachable	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
After the debate, Karim ______ upon many of the campaign issuesin a series of detailed editorials.	expounded	ebbed	doffed	temporized	wrought	expound	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Since the judge hearing the case was related to one of thedefendants, she felt she could not offer a truly ______ opinion.	unbiased	indifferent	unilateral	uninterested	understated	Unbiased	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Abdul found his ten-hour shifts at the paper clip factory repetitiveand ______.	fatuous	nebulous	malleable	indelible	wearisome	Wearisome	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Jonelle is a(n) ______ of the kind of student we seek: someone whois both academically strong and actively involved in thecommunity.	paradox	exemplar	catalyst	mandate	harbinger	exemplar	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Tomas is a(n) ______ businessman who knows a good opportunitywhen he sees it.	insolent	astute	mercurial	indifferent	volatile	Astute	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Sean would ______ whenever it became his turn to do the dishes.	premeditate	palter	reform	distend	ponder	palter	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The barnyard scene outside the 4-H tent made a charming ______ for visitors to the state fair.	melee	tabloid	tableau	rant	tangent	tableau	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The jellyfish, known for its shimmering ______, is one of nature'smost intriguing creatures.	resonance	opulence	didactics	omniscience	translucence	Translucence	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
A decade after the ______, the members of the tribe began to drifthome again, hoping to rebuild the community they had fled duringthe war.	kowtow	redaction	cloister	diaspora	chimera	diaspora	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
After performing a ______ of the cow, scientists determined that itdid not have mad cow disease, and there was no need to notify theboard of health.	extrapolation	interrogation	interment	elongation	vivisection	Vivisection	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Charged with moral ______, the judge was called off the case eventhough he denied receiving bribes from the plaintiff's counsel.	lassitude	restitution	turpitude	torpor	vicissitude	Turpitude	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
I knew from Inga's ______ reply that she was offended by my question.	sinuousvivacious	sinister	garrulous	brusque	Brusque	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The cult leader's ______ obeyed his every instruction.	predecessors	sycophants	narcissists	panderers	elocutionists	sycophant	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The ______ wallpaper in his living room makes it difficult to findcurtains and furniture that will match it.	blunt	fatuous	verbose	variegated	meticulous	Variegated	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Homer's Odyssey was not translated into many people's ______ untilafter the invention of the printing press.	caste	epicure	vernacular	debutant	nomenclature	Vernacular	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Don Quixote describes the adventures of a(n) ______ knight whobelieves that windmills are giants and the barmaid Dulcinea is aprincess.	gregarious	eloquent	fickle	errant	steadfast	Errant	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The ______ espionage plot was so sophisticated it was impossibleto believe it was the work of teenage computer hackers.	simple	vaporized	byzantine	mystical	fusty	Byzantine	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
